"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Url","Mins_Per_90","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG_minus_GA","per_90","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","OPA_Sweeper","OPA_Sweeper_per_90","AvgDist_Sweeper","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xA","A_minus_xA","KP","Final_Third","PPA","CrsPA","Prog"
2022,"Barcelona","La Liga","Neto","BRA","GK","32-259",1989,"https://fbref.com/en/players/a9dc785c/Neto",2,2,2,180,2,3,1.5,9,6,66.7,1,1,0,0,0,0,0,0,0,NA,3,0,1,1,0,3,0.33,0,-0.01,19,36,52.8,81,11,42,36.2,16,12.5,28.4,21,1,4.8,2,1,13.9,78,97,80.4,2314,1323,16,16,100,24,26,92.3,38,55,69.1,0,0,0,0,0,0,0,0
2022,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","36-008",1986,"https://fbref.com/en/players/8778c910/Manuel-Neuer",23,23,23,2070,23,21,0.91,76,55,72.4,19,2,2,8,34.8,0,0,0,0,NA,21,0,0,1,0,19.8,0.26,-1.2,-0.05,135,234,57.7,878,134,24.6,30.4,132,13.6,27.3,170,11,6.5,38,1.65,20.4,886,1010,87.7,23943,13333,149,149,100,410,415,98.8,319,437,73,0,0,0,0,8,1,0,3
2022,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","33-244",1988,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich",5,5,5,450,5,8,1.6,16,10,56.3,2,1,2,1,20,1,1,0,0,0,8,1,1,1,1,6.7,0.36,-0.3,-0.06,21,47,44.7,169,23,26,28,27,11.1,19.7,26,5,19.2,8,1.6,19.9,165,196,84.2,3670,2048,55,55,100,68,70,97.1,40,69,58,0,0,0,0,0,0,0,0
2022,"Betis","La Liga","Claudio Bravo","CHI","GK","38-356",1983,"https://fbref.com/en/players/10072610/Claudio-Bravo",13,13,13,1170,13,18,1.38,48,33,64.6,7,2,4,3,23.1,1,1,0,0,0,18,1,0,1,2,18,0.36,2,0.15,93,233,39.9,336,38,54.5,44.7,76,65.8,51.3,127,3,2.4,7,0.54,13.5,263,412,63.8,9259,6145,41,42,97.6,99,103,96.1,123,267,46.1,0,0.2,-0.2,1,7,1,0,0
2022,"Betis","La Liga","Rui Silva","POR","GK","28-056",1994,"https://fbref.com/en/players/ea83bfa6/Rui-Silva",17,17,17,1530,17,18,1.06,54,38,70.4,9,3,5,5,29.4,2,2,0,0,0,18,2,0,3,0,18.7,0.31,0.7,0.04,95,241,39.4,427,77,39.8,36.5,126,56.3,45.9,153,8,5.2,15,0.88,13.9,398,553,72,11759,6722,59,60,98.3,187,189,98.9,151,303,49.8,0,0,0,1,3,0,0,0
2022,"Bochum","Bundesliga","Manuel Riemann","GER","GK","33-207",1988,"https://fbref.com/en/players/9f941969/Manuel-Riemann",26,26,26,2340,26,36,1.38,124,91,71,8,5,13,6,23.1,2,0,2,0,100,36,0,1,5,4,41.8,0.33,9.8,0.38,471,979,48.1,1161,82,71.2,49.9,206,73.8,52.7,222,24,10.8,46,1.77,17.8,833,1367,60.9,35829,25936,56,56,100,188,194,96.9,589,1116,52.8,1,0.7,0.3,7,76,7,0,6
2022,"Bochum","Bundesliga","Michael Esser","GER","GK","34-133",1987,"https://fbref.com/en/players/83e0eeb4/Michael-Esser",2,2,2,180,2,4,2,8,5,62.5,2,0,0,0,0,1,1,0,0,0,4,1,0,1,0,3.5,0.32,-0.5,-0.24,15,56,26.8,64,6,57.8,42.7,26,73.1,48.6,23,0,0,0,0,9.1,47,90,52.2,1482,1005,6,6,100,25,25,100,16,59,27.1,0,0,0,0,1,0,0,0
2022,"Bologna","Serie A","Lukasz Skorupski","POL","GK","30-334",1991,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski",29,29,29,2610,29,44,1.52,128,93,71.1,9,6,14,9,31,7,7,0,0,0,44,7,1,3,2,43.2,0.3,1.2,0.04,194,430,45.1,801,127,44.9,37.7,200,35,31.1,260,17,6.5,6,0.21,11.7,744,1001,74.3,21726,13056,140,141,99.3,251,255,98.4,305,556,54.9,0,0,0,0,3,0,0,0
2022,"Bordeaux","Ligue 1","Benoît Costil","FRA","GK","34-275",1987,"https://fbref.com/en/players/2434f24a/Benoit-Costil",22,22,22,1980,22,52,2.36,113,66,58.4,3,8,11,0,0,5,5,0,0,0,52,5,1,6,0,40.8,0.32,-11.2,-0.51,187,422,44.3,615,70,47.8,39.8,182,70.3,52,168,13,7.7,22,1,16.7,551,797,69.1,19026,11743,74,75,98.7,203,205,99,273,516,52.9,0,0,0,1,6,0,0,1
2022,"Bordeaux","Ligue 1","Gaëtan Poussin","FRA","GK","23-081",1999,"https://fbref.com/en/players/c252c705/Gaetan-Poussin",8,8,8,720,8,18,2.25,34,20,52.9,1,3,4,1,12.5,4,2,2,0,50,18,2,0,2,2,15.8,0.36,-0.2,-0.03,63,139,45.3,240,42,40,36.4,75,57.3,45.1,75,3,4,13,1.63,15.3,231,315,73.3,7025,4279,35,36,97.2,107,107,100,88,170,51.8,0,0,0,0,1,0,0,0
2022,"Brentford","Premier League","Álvaro Fernández","ESP","GK","23-356",1998,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez",12,12,12,1080,12,24,2,67,46,65.7,3,2,7,1,8.3,1,1,0,0,0,24,1,0,5,2,24.7,0.36,2.7,0.23,82,247,33.2,417,56,48,38.6,83,56.6,41,123,7,5.7,10,0.83,14.3,322,500,64.4,9413,5300,64,66,97,147,150,98,110,283,38.9,0,0,0,0,10,0,0,1
2022,"Brentford","Premier League","David Raya","ESP","GK","26-201",1995,"https://fbref.com/en/players/98ea5115/David-Raya",17,17,17,1530,17,19,1.12,76,58,76.3,6,4,7,5,29.4,1,1,0,0,0,19,1,1,2,0,20.2,0.26,1.2,0.07,184,443,41.5,617,82,54.6,43.1,141,75.2,54.7,171,14,8.2,21,1.24,15.5,480,758,63.3,17000,11467,71,71,100,180,184,97.8,227,499,45.5,0,0,0,0,26,1,0,1
2022,"Brentford","Premier League","Jonas Lössl","DEN","GK","33-062",1989,"https://fbref.com/en/players/939bc634/Jonas-Lossl",2,2,2,180,2,5,2.5,7,2,28.6,0,0,2,0,0,0,0,0,0,NA,5,0,0,0,0,3.3,0.46,-1.7,-0.87,13,30,43.3,49,6,53.1,38.9,13,30.8,34.2,14,0,0,4,2,19.8,44,62,71,1361,781,7,7,100,17,17,100,19,37,51.4,0,0,0,0,2,0,0,1
2022,"Brest","Ligue 1","Marco Bizot","NED","GK","31-025",1991,"https://fbref.com/en/players/3d214e5f/Marco-Bizot",30,30,30,2700,30,44,1.47,129,89,68.2,10,8,12,5,16.7,3,3,0,0,0,44,3,0,7,2,35.1,0.26,-6.9,-0.23,246,520,47.3,672,148,48.2,40.7,260,75.4,55.8,243,20,8.2,15,0.5,14.5,645,932,69.2,23736,16222,64,64,100,264,266,99.2,316,601,52.6,1,0.3,0.7,3,9,0,0,0
2022,"Brighton","Premier League","Jason Steele","ENG","GK","31-229",1990,"https://fbref.com/en/players/28300a16/Jason-Steele",1,1,1,90,1,2,2,5,3,60,0,0,1,0,0,0,0,0,0,NA,2,0,0,1,0,1.2,0.25,-0.8,-0.77,3,7,42.9,32,2,12.5,26.2,6,50,43.8,11,1,9.1,0,0,13,34,38,89.5,824,323,8,8,100,19,19,100,7,11,63.6,0,0,0,0,0,0,0,0
2022,"Brighton","Premier League","Robert Sánchez","ESP","GK","24-137",1997,"https://fbref.com/en/players/6a713852/Robert-Sanchez",29,29,29,2609,29,34,1.17,114,82,72.8,7,13,9,8,27.6,4,3,0,1,0,34,3,0,4,0,35.8,0.29,1.8,0.06,155,473,32.8,1038,129,34,36.4,177,67.8,53.4,232,29,12.5,29,1,15,875,1215,72,24995,12744,142,143,99.3,450,461,97.6,283,608,46.5,0,0.4,-0.4,3,24,2,0,1
2022,"Burnley","Premier League","Nick Pope","ENG","GK","29-350",1992,"https://fbref.com/en/players/4b40d9ca/Nick-Pope",26,26,26,2340,26,34,1.31,111,76,70.3,3,12,11,7,26.9,1,1,0,0,0,34,1,1,6,0,34.6,0.32,0.6,0.02,233,610,38.2,563,90,75.3,53.6,200,93,64.9,252,23,9.1,40,1.54,18.1,371,763,48.6,17890,14916,19,21,90.5,75,78,96.2,276,661,41.8,0,0.2,-0.2,3,36,1,0,0
2022,"Burnley","Premier League","Wayne Hennessey","WAL","GK","35-070",1987,"https://fbref.com/en/players/76eca7e2/Wayne-Hennessey",2,2,2,180,2,6,3,13,7,53.8,0,0,2,0,0,0,0,0,0,NA,6,0,0,1,1,4.2,0.34,-0.8,-0.38,26,65,40,59,8,76.3,57.8,21,95.2,69.9,20,1,5,3,1.5,15.9,40,80,50,2119,1850,1,1,100,8,8,100,31,71,43.7,0,0.1,-0.1,3,5,0,0,0
2022,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","29-050",1993,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma",30,30,30,2700,30,41,1.37,121,86,72.7,5,13,12,10,33.3,9,8,1,0,11.1,41,8,0,9,0,43,0.3,2,0.07,257,664,38.7,649,83,68.6,52.4,261,83.9,64.3,299,29,9.7,10,0.33,12.9,487,910,53.5,22009,16656,35,36,97.2,131,134,97.8,319,736,43.3,0,0,0,2,28,2,0,1
2022,"Cagliari","Serie A","Alessio Cragno","ITA","GK","27-280",1994,"https://fbref.com/en/players/f554e29b/Alessio-Cragno",28,28,28,2520,28,54,1.93,142,91,65.5,5,8,15,0,0,7,5,2,0,28.6,54,5,4,9,1,51.9,0.34,-1.1,-0.04,263,605,43.5,730,89,58.6,43.4,251,70.5,49.4,239,18,7.5,14,0.5,14.9,615,981,62.7,22712,16190,98,98,100,184,190,96.8,331,691,47.9,0,0,0,0,19,0,0,0
2022,"Cagliari","Serie A","Boris Radunovic","SRB","GK","25-313",1996,"https://fbref.com/en/players/0dfce079/Boris-Radunovic",3,3,3,270,3,5,1.67,15,11,73.3,0,2,1,1,33.3,2,1,1,0,50,5,1,1,0,0,5.9,0.31,0.9,0.3,26,69,37.7,75,11,61.3,45.1,28,82.1,54.2,29,1,3.4,1,0.33,11.9,58,103,56.3,2274,1581,7,7,100,17,17,100,34,79,43,0,0,0,0,1,0,0,0
2022,"Celta Vigo","La Liga","Matías Dituro","ARG","GK","34-331",1987,"https://fbref.com/en/players/b6160ad0/Matias-Dituro",30,30,30,2700,30,34,1.13,106,77,71.7,9,9,12,11,36.7,8,4,4,0,50,34,4,0,1,1,38.1,0.3,5.1,0.17,278,649,42.8,924,110,52.6,43.4,222,73.4,55.2,221,28,12.7,26,0.87,15.5,759,1146,66.2,27520,18463,64,67,95.5,293,300,97.7,400,776,51.5,0,0,0,0,14,1,0,2
2022,"Chelsea","Premier League","Edouard Mendy","SEN","GK","30-034",1992,"https://fbref.com/en/players/33887998/Edouard-Mendy",25,25,25,2250,25,21,0.84,73,57,78.1,15,7,3,11,44,5,5,0,0,0,21,5,0,1,1,21.4,0.23,1.4,0.05,84,200,42,572,93,26.6,29.5,134,35.8,31,194,18,9.3,15,0.6,13.8,570,706,80.7,13660,7607,168,170,98.8,246,252,97.6,143,270,53,0,0,0,0,1,0,0,0
2022,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","27-183",1994,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga",4,4,4,360,4,2,0.5,13,11,84.6,2,1,1,2,50,0,0,0,0,NA,2,0,0,1,0,3.3,0.26,1.3,0.34,16,39,41,118,28,28,30.8,21,28.6,30.2,31,1,3.2,5,1.25,16.2,115,139,82.7,2763,1294,28,28,100,59,59,100,27,51,52.9,0,0,0,0,1,0,0,0
2022,"Clermont Foot","Ligue 1","Arthur Desmas","FRA","GK","27-362",1994,"https://fbref.com/en/players/e8c5dd4d/Arthur-Desmas",13,13,13,1170,13,26,2,53,30,54.7,3,4,6,3,23.1,2,2,0,0,0,26,2,0,4,1,18.1,0.32,-6.9,-0.53,37,137,27,267,49,33.3,34.6,101,47.5,38.1,85,3,3.5,5,0.38,12.4,261,368,70.9,6417,3666,78,78,100,97,99,98,79,184,42.9,0,0,0,0,6,0,0,1
2022,"Clermont Foot","Ligue 1","Ouparine Djoco","SEN","GK","23-347",1998,"https://fbref.com/en/players/62124972/Ouparine-Djoco",17,17,17,1530,17,28,1.65,70,45,62.9,4,3,10,4,23.5,2,2,0,0,0,28,2,0,5,2,21.3,0.28,-4.7,-0.28,91,260,35,415,70,45.5,38.2,111,64,45,131,6,4.6,13,0.76,14.6,345,526,65.6,10040,6110,64,66,97,150,153,98,125,300,41.7,0,0,0,0,1,0,0,1
2022,"Crystal Palace","Premier League","Jack Butland","ENG","GK","29-025",1993,"https://fbref.com/en/players/cc70a1d5/Jack-Butland",5.5,6,5,495,5.5,9,1.64,16,9,43.8,1,3,1,0,0,1,0,1,0,100,9,0,1,1,2,6.9,0.38,-0.1,-0.02,21,73,28.8,144,23,36.1,33.1,44,47.7,40,57,3,5.3,2,0.36,12.1,134,188,71.3,3181,1546,40,40,100,66,68,97.1,28,80,35,0,0,0,0,1,0,0,0
2022,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","35-084",1987,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita",23.5,24,24,2115,23.5,29,1.23,94,68,72.3,6,10,8,8,33.3,3,3,0,0,0,29,3,1,9,0,26.2,0.25,-2.8,-0.12,128,270,47.4,581,127,34.3,32.6,157,45.2,36.7,185,14,7.6,12,0.51,14.3,590,738,79.9,15711,8077,153,153,100,245,246,99.6,182,329,55.3,0,0,0,0,2,0,0,0
2022,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","24-119",1997,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel",26.5,27,27,2385,26.5,38,1.43,99,66,64.6,18,3,6,6,22.2,3,3,0,0,0,38,3,2,5,2,33.1,0.31,-2.9,-0.11,91,255,35.7,791,126,23.8,30.1,165,40.6,37.5,180,20,11.1,27,1.02,15.8,779,956,81.5,19173,9843,197,197,100,389,391,99.5,190,365,52.1,0,0,0,0,7,0,0,0
2022,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","34-198",1987,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz",1.5,2,1,135,1.5,4,2.67,9,6,66.7,0,0,1,0,0,1,1,0,0,0,4,1,0,0,0,2.5,0.18,-1.5,-0.99,4,9,44.4,47,9,19.1,29.4,7,0,23.4,11,3,27.3,1,0.67,15.2,48,54,88.9,1242,633,11,11,100,18,19,94.7,19,24,79.2,0,0,0,0,0,0,0,0
2022,"Eint Frankfurt","Bundesliga","Diant Ramaj","GER","GK","20-197",2001,"https://fbref.com/en/players/b90c4a43/Diant-Ramaj",1,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0.9,0.22,-0.1,-0.14,5,17,29.4,36,6,38.9,35.7,4,75,49,20,3,15,2,2,17.4,28,40,70,725,432,9,9,100,13,13,100,6,18,33.3,0,0,0,0,1,0,0,0
2022,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","31-270",1990,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp",27,27,27,2430,27,37,1.37,135,100,75.6,10,8,9,5,18.5,4,4,0,0,0,37,4,0,4,0,40.9,0.28,3.9,0.14,179,549,32.6,861,122,49.8,38.7,212,56.6,46.8,227,8,3.5,29,1.07,15.9,690,1073,64.3,20409,13200,163,163,100,269,274,98.2,253,631,40.1,0,0,0,0,9,0,0,0
2022,"Elche","La Liga","Édgar Badía","ESP","GK","30-051",1992,"https://fbref.com/en/players/e4346678/Edgar-Badia",18,18,18,1620,18,27,1.5,82,61,74.4,6,4,8,3,16.7,8,6,1,1,14.3,27,6,0,5,0,31.8,0.31,4.8,0.27,159,356,44.7,473,74,50.3,39.4,158,74.7,52.4,200,15,7.5,18,1,16.1,423,631,67,14781,10008,62,63,98.4,158,160,98.8,202,406,49.8,0,0,0,0,5,0,0,0
2022,"Elche","La Liga","Kiko Casilla","ESP","GK","35-184",1986,"https://fbref.com/en/players/58bc7d18/Kiko-Casilla",12,12,12,1080,12,15,1.25,54,39,72.2,2,4,6,3,25,0,0,0,0,NA,15,0,0,1,0,13.7,0.25,-1.3,-0.11,79,218,36.2,288,62,52.1,41.7,119,57.1,44.2,121,7,5.8,10,0.83,15.5,261,407,64.1,8450,5546,43,43,100,101,103,98.1,113,256,44.1,0,0.1,-0.1,2,2,0,0,0
2022,"Empoli","Serie A","Guglielmo Vicario","ITA","GK","25-179",1996,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario",31,31,31,2790,31,56,1.81,170,118,68.8,8,9,14,5,16.1,7,3,1,3,25,56,3,1,4,4,53.7,0.3,1.7,0.05,144,368,39.1,855,166,30.4,32,222,48.6,40.9,330,29,8.8,13,0.42,13,837,1077,77.7,22190,13994,182,183,99.5,409,412,99.3,238,474,50.2,0,0,0,1,5,0,0,0
2022,"Espanyol","La Liga","Diego López","ESP","GK","40-152",1981,"https://fbref.com/en/players/73683fa9/Diego-Lopez",27.3,28,28,2457,27.3,38,1.39,116,81,69,9,9,10,8,28.6,2,2,0,0,0,38,2,0,4,2,33.9,0.28,-2.1,-0.08,142,381,37.3,669,146,40.8,38,225,48,39.8,320,31,9.7,22,0.81,14.1,644,894,72,18579,10476,134,138,97.1,281,283,99.3,226,470,48.1,0,0,0,1,6,0,0,0
2022,"Espanyol","La Liga","Joan García","ESP","GK","20-335",2001,"https://fbref.com/en/players/87b498b0/Joan-Garcia",1.2,2,1,108,1.2,3,2.5,3,0,0,0,0,1,0,0,0,0,0,0,NA,3,0,0,0,0,1.2,0.39,-1.8,-1.53,4,12,33.3,31,9,32.3,31.4,2,100,71.5,11,2,18.2,2,1.67,18.6,25,33,75.8,604,366,8,8,100,9,9,100,8,16,50,0,0,0,0,2,0,0,1
2022,"Espanyol","La Liga","Oier Olazábal","ESP","GK","32-202",1989,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal",0.5,1,0,45,0.5,0,0,3,3,100,0,0,0,1,NA,0,0,0,0,NA,0,0,0,0,0,0.7,0.22,0.7,1.34,1,13,7.7,11,1,72.7,50.6,5,100,63,10,0,0,0,0,9,4,16,25,137,98,0,0,NA,3,3,100,1,13,7.7,0,0,0,0,0,0,0,0
2022,"Everton","Premier League","Asmir Begovic","BIH","GK","34-288",1987,"https://fbref.com/en/players/7b4de647/Asmir-Begovic",2,2,2,180,2,3,1.5,9,7,66.7,1,0,1,1,50,0,0,0,0,NA,3,0,0,0,1,2.2,0.25,0.2,0.11,13,47,27.7,32,3,87.5,57.3,23,82.6,58.5,12,1,8.3,0,0,14.7,21,55,38.2,994,775,1,1,100,5,5,100,15,49,30.6,0,0,0,0,1,0,0,0
2022,"Everton","Premier League","Jordan Pickford","ENG","GK","28-028",1994,"https://fbref.com/en/players/4806ec67/Jordan-Pickford",26,26,26,2340,26,46,1.77,128,86,64.8,6,4,16,4,15.4,1,1,0,0,0,46,1,2,9,3,39.8,0.3,-3.2,-0.12,193,566,34.1,645,92,64.2,50,197,77.2,61.9,218,15,6.9,19,0.73,15,459,842,54.5,18050,12664,56,56,100,159,162,98.1,242,622,38.9,0,0.1,-0.1,3,28,0,0,0
2022,"Fiorentina","Serie A","Bartlomiej Dragowski","POL","GK","24-228",1997,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski",6.2,7,7,556,6.2,8,1.29,23,16,69.6,3,0,4,2,28.6,2,1,1,0,50,8,1,0,1,0,8.3,0.28,0.3,0.05,53,119,44.5,305,23,33.1,33.9,39,46.2,43.6,31,5,16.1,13,2.1,17.7,271,344,78.8,7848,3865,40,40,100,114,117,97.4,115,185,62.2,0,0,0,0,4,0,0,0
2022,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","32-027",1990,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano",23.8,24,23,2142,23.8,30,1.26,71,45,60.6,12,5,6,6,26.1,3,2,1,0,33.3,30,2,0,2,2,26,0.34,-2,-0.08,227,417,54.4,1015,100,36.1,34.9,123,41.5,36.6,149,14,9.4,25,1.05,16.4,928,1138,81.5,28353,14713,125,126,99.2,391,395,99,410,612,67,0,0,0,1,12,0,0,1
2022,"Freiburg","Bundesliga","Benjamin Uphoff","GER","GK","28-239",1993,"https://fbref.com/en/players/a9a6fc08/Benjamin-Uphoff",2,2,2,180,2,7,3.5,12,5,41.7,0,1,1,0,0,0,0,0,0,NA,7,0,0,2,0,2.9,0.24,-4.1,-2.05,26,53,49.1,70,14,47.1,38.2,20,100,65.1,14,1,7.1,2,1,13.1,63,90,70,2345,1763,4,4,100,29,29,100,30,57,52.6,0,0,0,0,5,0,0,1
2022,"Freiburg","Bundesliga","Mark Flekken","NED","GK","28-295",1993,"https://fbref.com/en/players/a92ab7be/Mark-Flekken",26,26,26,2340,26,26,1,113,89,77.9,12,8,6,9,34.6,1,1,0,0,0,26,1,1,3,1,30.2,0.27,5.2,0.2,236,571,41.3,878,98,47.3,42.6,201,77.6,63.5,236,15,6.4,21,0.81,15.4,731,1079,67.7,26145,17995,86,87,98.9,288,290,99.3,355,700,50.7,0,0.1,-0.1,2,39,2,0,2
2022,"Genoa","Serie A","Salvatore Sirigu","ITA","GK","35-082",1987,"https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu",30,30,30,2700,30,47,1.57,140,97,68.6,2,16,12,9,30,4,3,1,0,25,47,3,3,7,2,40.7,0.28,-4.3,-0.14,239,546,43.8,810,86,50.1,39.7,216,64.8,45.5,262,13,5,9,0.3,13,686,1026,66.9,22755,14606,111,112,99.1,239,243,98.4,331,664,49.8,0,0,0,0,7,0,0,0
2022,"Getafe","La Liga","David Soria","ESP","GK","29-000",1993,"https://fbref.com/en/players/8f8c6934/David-Soria",29.9,30,30,2694,29.9,33,1.1,98,65,68.4,7,11,12,10,33.3,4,2,1,1,33.3,33,2,0,5,1,31.3,0.29,-0.7,-0.02,302,713,42.4,698,70,74.9,52.3,223,85.2,58.2,274,32,11.7,25,0.84,14.6,495,921,53.7,22743,17448,30,30,100,107,109,98.2,356,778,45.8,0,0,0,0,20,0,0,0
2022,"Getafe","La Liga","Diego Conde","ESP","GK","23-158",1998,"https://fbref.com/en/players/4eae5bc4/Diego-Conde",0.1,1,0,6,0.1,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,6,0,4,0,100,65.3,2,100,68.5,2,0,0,0,0,NA,0,6,0,0,0,0,0,NA,0,0,NA,0,6,0,0,0,0,0,0,0,0,0
2022,"Granada","La Liga","Aarón Escandell","ESP","GK","26-189",1995,"https://fbref.com/en/players/67669ce7/Aaron-Escandell",3.2,4,3,284,3.2,6,1.9,14,10,71.4,0,2,1,1,33.3,2,2,0,0,0,6,2,0,0,0,4.2,0.19,-1.8,-0.58,39,89,43.8,88,13,68.2,48.1,37,78.4,54.3,26,2,7.7,7,2.22,14.5,72,125,57.6,2924,2207,13,13,100,14,16,87.5,44,95,46.3,0,0,0,0,3,0,0,0
2022,"Granada","La Liga","Luís Maximiano","POR","GK","23-089",1999,"https://fbref.com/en/players/3318286e/Luis-Maximiano",25.8,26,26,2326,25.8,41,1.59,130,93,71.5,6,9,11,4,15.4,6,4,2,0,33.3,41,4,0,8,2,45.4,0.31,5.4,0.2,191,560,34.1,667,129,57,44.8,253,71.1,52,302,22,7.3,32,1.19,16,538,920,58.5,18718,12868,68,68,100,218,219,99.5,250,631,39.6,0,0,0,0,19,0,0,0
2022,"Greuther Fürth","Bundesliga","Andreas Linde","SWE","GK","28-254",1993,"https://fbref.com/en/players/4d6a842d/Andreas-Linde",7,7,7,630,7,14,2,41,26,65.9,1,3,3,2,28.6,0,0,0,0,NA,14,0,0,4,1,12.3,0.31,-0.7,-0.1,48,142,33.8,217,35,47,39.9,65,61.5,47.7,103,7,6.8,2,0.29,13.2,177,282,62.8,5422,3471,32,33,97,75,78,96.2,69,170,40.6,0,0,0,0,4,0,0,0
2022,"Greuther Fürth","Bundesliga","Marius Funk","GER","GK","26-093",1996,"https://fbref.com/en/players/86314793/Marius-Funk",8,8,8,720,8,30,3.75,52,26,46.2,0,0,8,0,0,2,2,0,0,0,30,2,0,4,2,24.4,0.44,-3.6,-0.46,70,193,36.3,293,28,49.5,42.1,69,69.6,53.8,51,3,5.9,12,1.5,17,226,362,62.4,7790,4697,34,34,100,89,92,96.7,102,233,43.8,0,0.1,-0.1,3,10,0,0,0
2022,"Greuther Fürth","Bundesliga","Sascha Burchert","GER","GK","32-156",1989,"https://fbref.com/en/players/25bdea4b/Sascha-Burchert",13,13,13,1170,13,26,2,67,43,64.2,2,4,7,3,23.1,2,2,0,0,0,26,2,1,4,2,21.3,0.31,-2.7,-0.21,121,316,38.3,395,42,57,45.4,111,82,57.3,134,7,5.2,17,1.31,16.3,307,506,60.7,11531,7736,27,27,100,113,114,99.1,167,365,45.8,0,0.1,-0.1,1,10,0,0,1
2022,"Hellas Verona","Serie A","Ivor Pandur","CRO","GK","22-010",2000,"https://fbref.com/en/players/457cb02f/Ivor-Pandur",3,3,3,270,3,6,2,14,9,64.3,1,0,2,0,0,1,1,0,0,0,6,1,1,1,0,5.1,0.29,-0.9,-0.31,14,26,53.8,53,10,37.7,36.8,15,40,34.2,9,1,11.1,0,0,12.3,52,68,76.5,1624,1095,9,9,100,21,22,95.5,21,36,58.3,0,0,0,0,0,0,0,0
2022,"Hellas Verona","Serie A","Lorenzo Montipò","ITA","GK","26-043",1996,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo",27,27,27,2430,27,41,1.52,102,63,61.8,10,9,8,3,11.1,2,2,0,0,0,41,2,0,6,2,33.7,0.31,-5.3,-0.2,177,493,35.9,583,97,63.5,46.5,180,68.3,48.3,232,12,5.2,11,0.41,13.6,431,763,56.5,15947,10646,54,54,100,134,139,96.4,238,565,42.1,0,0,0,0,10,0,0,0
2022,"Hertha BSC","Bundesliga","Alexander Schwolow","GER","GK","29-306",1992,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow",24.2,25,25,2175,24.2,51,2.11,120,73,61.7,7,5,13,4,16,5,5,0,0,0,51,5,1,7,0,48,0.37,-3,-0.13,164,386,42.5,629,129,39.4,36.2,204,67.6,50.8,258,12,4.7,14,0.58,13.3,595,833,71.4,18887,10944,85,85,100,248,251,98.8,261,496,52.6,0,0,0,1,6,0,0,0
2022,"Hertha BSC","Bundesliga","Marcel Lotka","POL","GK","20-314",2001,"https://fbref.com/en/players/5584552e/Marcel-Lotka",3.8,4,3,345,3.8,11,2.87,19,10,52.6,0,0,3,0,0,2,2,0,0,0,11,2,0,2,0,9.8,0.42,-1.2,-0.32,28,66,42.4,104,19,46.2,39.2,27,66.7,50,36,4,11.1,4,1.04,14.9,92,131,70.2,3047,2057,12,13,92.3,39,39,100,41,79,51.9,0,0,0,0,1,0,0,0
